"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"PLM00012375","OKECIE, PL","2005-04-07","55","68","40"
"PLM00012375","OKECIE, PL","2005-04-08","58","67","48"
"PLM00012375","OKECIE, PL","2005-04-09","47","59",
"PLM00012375","OKECIE, PL","2005-04-10","42","50",
"PLM00012375","OKECIE, PL","2005-04-11","44","55","32"
"PLM00012375","OKECIE, PL","2005-04-12","49","58","36"
"PLM00012375","OKECIE, PL","2005-04-13","53","64","44"
"PLM00012375","OKECIE, PL","2005-04-14","56","68","43"
"PLM00012375","OKECIE, PL","2005-04-15","56","66","47"
"PLM00012375","OKECIE, PL","2005-04-16","55","66",
"PLM00012375","OKECIE, PL","2005-04-17","57","70","40"
"PLM00012375","OKECIE, PL","2005-04-18","54","62",
"PLM00012375","OKECIE, PL","2005-04-19","53","62",
"PLM00012375","OKECIE, PL","2005-04-20","40","52",
"PLM00012375","OKECIE, PL","2005-04-21","37","46","26"
"PLM00012375","OKECIE, PL","2005-04-22","39","49","27"
"PLM00012375","OKECIE, PL","2005-04-23","40","48",
"PLM00012375","OKECIE, PL","2005-04-24","42","52","27"
"PLM00012375","OKECIE, PL","2005-04-25","48","60","32"
"PLM00012375","OKECIE, PL","2005-04-26","47","58",
"PLM00012375","OKECIE, PL","2005-04-27","51","62","36"
"PLM00012375","OKECIE, PL","2005-04-28","47","54",
"PLM00012375","OKECIE, PL","2005-04-29","48","60","36"
"PLM00012375","OKECIE, PL","2005-04-30","53","64",
"PLM00012375","OKECIE, PL","2005-05-01","57","69","41"
"PLM00012375","OKECIE, PL","2005-05-02","59",,"51"
"PLM00012375","OKECIE, PL","2005-05-03","63","76","49"
"PLM00012375","OKECIE, PL","2005-05-04","58","68",
"PLM00012375","OKECIE, PL","2005-05-05","52","57",
"PLM00012375","OKECIE, PL","2005-05-06","49","55","45"
"PLM00012375","OKECIE, PL","2005-05-07","48","54",
"PLM00012375","OKECIE, PL","2005-05-08","44","50","36"
"PLM00012375","OKECIE, PL","2005-05-09","45","54","37"
"PLM00012375","OKECIE, PL","2005-05-10","46","54","36"
"PLM00012375","OKECIE, PL","2005-05-11","46","57","33"
"PLM00012375","OKECIE, PL","2005-05-12","45","54","37"
"PLM00012375","OKECIE, PL","2005-05-13","49","59","38"
"PLM00012375","OKECIE, PL","2005-05-14","53",,"35"
"PLM00012375","OKECIE, PL","2005-05-15","59","71",
"PLM00012375","OKECIE, PL","2005-05-16","54","59",
"PLM00012375","OKECIE, PL","2005-05-17","52",,"44"
"PLM00012375","OKECIE, PL","2005-05-18","48","54","44"
"PLM00012375","OKECIE, PL","2005-05-19","50","58","44"
"PLM00012375","OKECIE, PL","2005-05-20","54","63","40"
"PLM00012375","OKECIE, PL","2005-05-21","58","72","40"
"PLM00012375","OKECIE, PL","2005-05-22","62","74","48"
"PLM00012375","OKECIE, PL","2005-05-23","65","76","52"
"PLM00012375","OKECIE, PL","2005-05-24","59","72",
"PLM00012375","OKECIE, PL","2005-05-25","60","72","46"
"PLM00012375","OKECIE, PL","2005-05-26","64","76","47"
"PLM00012375","OKECIE, PL","2005-05-27","69","83","53"
"PLM00012375","OKECIE, PL","2005-05-28","74","88","55"
"PLM00012375","OKECIE, PL","2005-05-29","78","90","60"
"PLM00012375","OKECIE, PL","2005-05-30","76","91","62"
"PLM00012375","OKECIE, PL","2005-05-31","58","82",
"PLM00012375","OKECIE, PL","2005-06-01","51","58",
"PLM00012375","OKECIE, PL","2005-06-02","53","61","48"
"PLM00012375","OKECIE, PL","2005-06-03","59",,"48"
"PLM00012375","OKECIE, PL","2005-06-04","65","80","53"
"PLM00012375","OKECIE, PL","2005-06-05","61","68",
"PLM00012375","OKECIE, PL","2005-06-06","56","63",
"PLM00012375","OKECIE, PL","2005-06-07","53","59","48"
"PLM00012375","OKECIE, PL","2005-06-08","50","56",
"PLM00012375","OKECIE, PL","2005-06-09","53","61","42"
"PLM00012375","OKECIE, PL","2005-06-10","57",,
"PLM00012375","OKECIE, PL","2005-06-11","56","62",
"PLM00012375","OKECIE, PL","2005-06-12","53","62","39"
"PLM00012375","OKECIE, PL","2005-06-13","61",,
"PLM00012375","OKECIE, PL","2005-06-14","67","81","54"
"PLM00012375","OKECIE, PL","2005-06-15","69","84",
"PLM00012375","OKECIE, PL","2005-06-16","68","80","60"
"PLM00012375","OKECIE, PL","2005-06-17","66",,"60"
"PLM00012375","OKECIE, PL","2005-06-18","61","64",
"PLM00012375","OKECIE, PL","2005-06-19","62","71","52"
"PLM00012375","OKECIE, PL","2005-06-20","58",,"50"
"PLM00012375","OKECIE, PL","2005-06-21","64",,"51"
"PLM00012375","OKECIE, PL","2005-06-22","62","72","52"
"PLM00012375","OKECIE, PL","2005-06-23","62","73","51"
"PLM00012375","OKECIE, PL","2005-06-24","69",,"51"
"PLM00012375","OKECIE, PL","2005-06-25","73",,"54"
"PLM00012375","OKECIE, PL","2005-06-26","66","80",
"PLM00012375","OKECIE, PL","2005-06-27","66","77","49"
"PLM00012375","OKECIE, PL","2005-06-28","64","74","53"
"PLM00012375","OKECIE, PL","2005-06-29","60","71",
"PLM00012375","OKECIE, PL","2005-06-30","59","71",
"PLM00012375","OKECIE, PL","2005-07-01","64","76","49"
"PLM00012375","OKECIE, PL","2005-07-02","67","77","57"
"PLM00012375","OKECIE, PL","2005-07-03","68","78","56"
"PLM00012375","OKECIE, PL","2005-07-04","69","81","56"
"PLM00012375","OKECIE, PL","2005-07-05","69","81","54"
"PLM00012375","OKECIE, PL","2005-07-06","71","83",
"PLM00012375","OKECIE, PL","2005-07-07","65","78","54"
"PLM00012375","OKECIE, PL","2005-07-08","71","83","55"
"PLM00012375","OKECIE, PL","2005-07-09","71","83","62"
"PLM00012375","OKECIE, PL","2005-07-10","73","83","62"
"PLM00012375","OKECIE, PL","2005-07-11","74","83","62"
"PLM00012375","OKECIE, PL","2005-07-12","74","84","61"
"PLM00012375","OKECIE, PL","2005-07-13","75","86","62"
"PLM00012375","OKECIE, PL","2005-07-14","75","85","63"
"PLM00012375","OKECIE, PL","2005-07-15","75","86","61"
"PLM00012375","OKECIE, PL","2005-07-16","70","81","61"
"PLM00012375","OKECIE, PL","2005-07-17","67","75","58"
"PLM00012375","OKECIE, PL","2005-07-18","67","78","54"
"PLM00012375","OKECIE, PL","2005-07-19","67","77","58"
"PLM00012375","OKECIE, PL","2005-07-20","65","72",
"PLM00012375","OKECIE, PL","2005-07-21","60","67","54"
"PLM00012375","OKECIE, PL","2005-07-22","60","68","54"
"PLM00012375","OKECIE, PL","2005-07-23","62","71","55"
"PLM00012375","OKECIE, PL","2005-07-24","61","69",
"PLM00012375","OKECIE, PL","2005-07-25","64","76","47"
"PLM00012375","OKECIE, PL","2005-07-26","69","80","61"
"PLM00012375","OKECIE, PL","2005-07-27","69","80","56"
"PLM00012375","OKECIE, PL","2005-07-28","75","92","61"
"PLM00012375","OKECIE, PL","2005-07-29","74","90","64"
"PLM00012375","OKECIE, PL","2005-07-30","78","90","65"
"PLM00012375","OKECIE, PL","2005-07-31","71","80","66"
"PLM00012375","OKECIE, PL","2005-08-01","71","80",
"PLM00012375","OKECIE, PL","2005-08-02","67","76","58"
"PLM00012375","OKECIE, PL","2005-08-03","71","81","57"
"PLM00012375","OKECIE, PL","2005-08-04","63","75",
"PLM00012375","OKECIE, PL","2005-08-05","60","66",
"PLM00012375","OKECIE, PL","2005-08-06","58","67","49"
"PLM00012375","OKECIE, PL","2005-08-07","59","69","48"
"PLM00012375","OKECIE, PL","2005-08-08","56","66",
"PLM00012375","OKECIE, PL","2005-08-09","60","65","54"
"PLM00012375","OKECIE, PL","2005-08-10","61","71",
"PLM00012375","OKECIE, PL","2005-08-11","57","62",
"PLM00012375","OKECIE, PL","2005-08-12","60",,
"PLM00012375","OKECIE, PL","2005-08-13","59","72","45"
"PLM00012375","OKECIE, PL","2005-08-14","60","67","53"
"PLM00012375","OKECIE, PL","2005-08-15","64","71","55"
"PLM00012375","OKECIE, PL","2005-08-16","65",,"55"
"PLM00012375","OKECIE, PL","2005-08-17","69","78","61"
"PLM00012375","OKECIE, PL","2005-08-18","68","77",
"PLM00012375","OKECIE, PL","2005-08-19","68","78",
"PLM00012375","OKECIE, PL","2005-08-20","66","78","54"
"PLM00012375","OKECIE, PL","2005-08-21","67","79","53"
"PLM00012375","OKECIE, PL","2005-08-22","67",,"54"
"PLM00012375","OKECIE, PL","2005-08-23","68",,"56"
"PLM00012375","OKECIE, PL","2005-08-24","67","79","59"
"PLM00012375","OKECIE, PL","2005-08-25","67","81","54"
"PLM00012375","OKECIE, PL","2005-08-26","64","72",
"PLM00012375","OKECIE, PL","2005-08-27","59","72","42"
"PLM00012375","OKECIE, PL","2005-08-28","64","77",
"PLM00012375","OKECIE, PL","2005-08-29","66","79","53"
"PLM00012375","OKECIE, PL","2005-08-30","69","83",
"PLM00012375","OKECIE, PL","2005-08-31","65","75","53"
"PLM00012375","OKECIE, PL","2005-09-01","63","74","51"
"PLM00012375","OKECIE, PL","2005-09-02","61","74","47"
"PLM00012375","OKECIE, PL","2005-09-03","62","75","48"
"PLM00012375","OKECIE, PL","2005-09-04","64","78","47"
"PLM00012375","OKECIE, PL","2005-09-05","65",,"51"
"PLM00012375","OKECIE, PL","2005-09-06","66","81","48"
"PLM00012375","OKECIE, PL","2005-09-07","66","80","51"
"PLM00012375","OKECIE, PL","2005-09-08","69","83","54"
"PLM00012375","OKECIE, PL","2005-09-09","70","84",
"PLM00012375","OKECIE, PL","2005-09-10","71",,"59"
"PLM00012375","OKECIE, PL","2005-09-11","71","82",
"PLM00012375","OKECIE, PL","2005-09-12","67","79","57"
"PLM00012375","OKECIE, PL","2005-09-13","62",,
"PLM00012375","OKECIE, PL","2005-09-14","61","71","44"
"PLM00012375","OKECIE, PL","2005-09-15","62","69",
"PLM00012375","OKECIE, PL","2005-09-16","56",,
"PLM00012375","OKECIE, PL","2005-09-17","49",,"44"
"PLM00012375","OKECIE, PL","2005-09-18","51","62","41"
"PLM00012375","OKECIE, PL","2005-09-19","51","65","35"
"PLM00012375","OKECIE, PL","2005-09-20","55","66","39"
"PLM00012375","OKECIE, PL","2005-09-21","56","68","45"
"PLM00012375","OKECIE, PL","2005-09-22","55","66","46"
"PLM00012375","OKECIE, PL","2005-09-23","58","69","46"
"PLM00012375","OKECIE, PL","2005-09-24","58","71","46"
"PLM00012375","OKECIE, PL","2005-09-25","60","72","50"
"PLM00012375","OKECIE, PL","2005-09-26","62","74","50"
"PLM00012375","OKECIE, PL","2005-09-27","62","75","51"
"PLM00012375","OKECIE, PL","2005-09-28","60","73","48"
"PLM00012375","OKECIE, PL","2005-09-29","56","62",
"PLM00012375","OKECIE, PL","2005-09-30","51","55",
"PLM00012375","OKECIE, PL","2005-10-01","52","56","44"
"PLM00012375","OKECIE, PL","2005-10-02","56","65",
"PLM00012375","OKECIE, PL","2005-10-03","57","65","50"
"PLM00012375","OKECIE, PL","2005-10-04","57","65",
"PLM00012375","OKECIE, PL","2005-10-05","55","66",
"PLM00012375","OKECIE, PL","2005-10-06","53","65","41"
"PLM00012375","OKECIE, PL","2005-10-07","54","68","41"
"PLM00012375","OKECIE, PL","2005-10-08","56","71","42"
"PLM00012375","OKECIE, PL","2005-10-09","53","65","44"
"PLM00012375","OKECIE, PL","2005-10-10","54","68","38"
"PLM00012375","OKECIE, PL","2005-10-11","52","62",
"PLM00012375","OKECIE, PL","2005-10-12","51",,"40"
"PLM00012375","OKECIE, PL","2005-10-13","48","52","44"
"PLM00012375","OKECIE, PL","2005-10-14","48","54",
"PLM00012375","OKECIE, PL","2005-10-15","46","54","36"
"PLM00012375","OKECIE, PL","2005-10-16","45","53",
"PLM00012375","OKECIE, PL","2005-10-17","44","52",
"PLM00012375","OKECIE, PL","2005-10-18","42","46",
"PLM00012375","OKECIE, PL","2005-10-19","39","51",
"PLM00012375","OKECIE, PL","2005-10-20","42","55","29"
"PLM00012375","OKECIE, PL","2005-10-21","48","61","38"
"PLM00012375","OKECIE, PL","2005-10-22","55","66","44"
"PLM00012375","OKECIE, PL","2005-10-23","57","65","49"
"PLM00012375","OKECIE, PL","2005-10-24","47","56",
"PLM00012375","OKECIE, PL","2005-10-25","53","60","41"
"PLM00012375","OKECIE, PL","2005-10-26","58","60",
"PLM00012375","OKECIE, PL","2005-10-27","50","57",
"PLM00012375","OKECIE, PL","2005-10-28","38","45","32"
"PLM00012375","OKECIE, PL","2005-10-29","35","45","27"
"PLM00012375","OKECIE, PL","2005-10-30","35",,"26"
"PLM00012375","OKECIE, PL","2005-10-31","38","51","27"
"PLM00012375","OKECIE, PL","2005-11-01","43","57","32"
"PLM00012375","OKECIE, PL","2005-11-02","41","54","28"
"PLM00012375","OKECIE, PL","2005-11-03","42","51","32"
"PLM00012375","OKECIE, PL","2005-11-04","44","54","35"
"PLM00012375","OKECIE, PL","2005-11-05","46",,"35"
"PLM00012375","OKECIE, PL","2005-11-06","45","52",
"PLM00012375","OKECIE, PL","2005-11-07","42","45","35"
"PLM00012375","OKECIE, PL","2005-11-08","46","52",
"PLM00012375","OKECIE, PL","2005-11-09","44","47","40"
"PLM00012375","OKECIE, PL","2005-11-10","41","44",
"PLM00012375","OKECIE, PL","2005-11-11","45","50",
"PLM00012375","OKECIE, PL","2005-11-12","49",,
"PLM00012375","OKECIE, PL","2005-11-13","44","49",
"PLM00012375","OKECIE, PL","2005-11-14","41",,
"PLM00012375","OKECIE, PL","2005-11-15","42",,"34"
"PLM00012375","OKECIE, PL","2005-11-16","39",,"36"
"PLM00012375","OKECIE, PL","2005-11-17","36","40","34"
"PLM00012375","OKECIE, PL","2005-11-18","34","36",
"PLM00012375","OKECIE, PL","2005-11-19","32","34",
"PLM00012375","OKECIE, PL","2005-11-20","32","34","28"
"PLM00012375","OKECIE, PL","2005-11-21","31","34",
"PLM00012375","OKECIE, PL","2005-11-22","31",,"27"
"PLM00012375","OKECIE, PL","2005-11-23","33",,
"PLM00012375","OKECIE, PL","2005-11-24","26","33","22"
"PLM00012375","OKECIE, PL","2005-11-25","30",,"25"
"PLM00012375","OKECIE, PL","2005-11-26","30",,
"PLM00012375","OKECIE, PL","2005-11-27","39",,"33"
"PLM00012375","OKECIE, PL","2005-11-28","31","41",
"PLM00012375","OKECIE, PL","2005-11-29","29",,
"PLM00012375","OKECIE, PL","2005-11-30","30","35","22"
"PLM00012375","OKECIE, PL","2005-12-01","34",,"31"
"PLM00012375","OKECIE, PL","2005-12-02","31","33","28"
"PLM00012375","OKECIE, PL","2005-12-03","31",,"27"
"PLM00012375","OKECIE, PL","2005-12-04","33","35","31"
"PLM00012375","OKECIE, PL","2005-12-05","36","40","32"
"PLM00012375","OKECIE, PL","2005-12-06","37","38","36"
"PLM00012375","OKECIE, PL","2005-12-07","36",,
"PLM00012375","OKECIE, PL","2005-12-08","32","34","31"
"PLM00012375","OKECIE, PL","2005-12-09","28","32",
"PLM00012375","OKECIE, PL","2005-12-10","30","33","20"
"PLM00012375","OKECIE, PL","2005-12-11","33",,
"PLM00012375","OKECIE, PL","2005-12-12","38",,"33"
"PLM00012375","OKECIE, PL","2005-12-13","35","40",
"PLM00012375","OKECIE, PL","2005-12-14","37","40","33"
"PLM00012375","OKECIE, PL","2005-12-15","38","40","37"
"PLM00012375","OKECIE, PL","2005-12-16","35","39",
"PLM00012375","OKECIE, PL","2005-12-17","31","32",
"PLM00012375","OKECIE, PL","2005-12-18","27","31",
"PLM00012375","OKECIE, PL","2005-12-19","25",,"22"
"PLM00012375","OKECIE, PL","2005-12-20","25",,
"PLM00012375","OKECIE, PL","2005-12-21","24","27","20"
"PLM00012375","OKECIE, PL","2005-12-22","29",,"24"
"PLM00012375","OKECIE, PL","2005-12-23","34","35","32"
"PLM00012375","OKECIE, PL","2005-12-24","38",,"33"
"PLM00012375","OKECIE, PL","2005-12-25","35","42",
"PLM00012375","OKECIE, PL","2005-12-26","32","34",
"PLM00012375","OKECIE, PL","2005-12-27","29","32",
"PLM00012375","OKECIE, PL","2005-12-28","25",,"21"
"PLM00012375","OKECIE, PL","2005-12-29","28","34",
"PLM00012375","OKECIE, PL","2005-12-30","25",,"15"
"PLM00012375","OKECIE, PL","2005-12-31","26","31","23"
"PLM00012375","OKECIE, PL","2006-01-01","32",,"25"
"PLM00012375","OKECIE, PL","2006-01-02","33","35","32"
"PLM00012375","OKECIE, PL","2006-01-03","34",,
"PLM00012375","OKECIE, PL","2006-01-04","33",,
"PLM00012375","OKECIE, PL","2006-01-05","27","33","22"
"PLM00012375","OKECIE, PL","2006-01-06","26","29","23"
"PLM00012375","OKECIE, PL","2006-01-07","22","26",
"PLM00012375","OKECIE, PL","2006-01-08","19",,"12"
"PLM00012375","OKECIE, PL","2006-01-09","18","26","11"
"PLM00012375","OKECIE, PL","2006-01-10","17",,
"PLM00012375","OKECIE, PL","2006-01-11","20",,
"PLM00012375","OKECIE, PL","2006-01-12","25",,"13"
"PLM00012375","OKECIE, PL","2006-01-13","28","30",
"PLM00012375","OKECIE, PL","2006-01-14","23","27",
"PLM00012375","OKECIE, PL","2006-01-15","18","22",
"PLM00012375","OKECIE, PL","2006-01-16","17",,
"PLM00012375","OKECIE, PL","2006-01-17","17",,
"PLM00012375","OKECIE, PL","2006-01-18","19",,"13"
"PLM00012375","OKECIE, PL","2006-01-19","11","22",
"PLM00012375","OKECIE, PL","2006-01-20","-2",,
"PLM00012375","OKECIE, PL","2006-01-21","5","7",
"PLM00012375","OKECIE, PL","2006-01-22","-5","4","-9"
"PLM00012375","OKECIE, PL","2006-01-23","-8","2","-16"
"PLM00012375","OKECIE, PL","2006-01-24","-5","5","-17"
"PLM00012375","OKECIE, PL","2006-01-25","6","17","-5"
"PLM00012375","OKECIE, PL","2006-01-26","9","23",
"PLM00012375","OKECIE, PL","2006-01-27","5","21","-5"
"PLM00012375","OKECIE, PL","2006-01-28","12",,"-4"
"PLM00012375","OKECIE, PL","2006-01-29","21",,"15"
"PLM00012375","OKECIE, PL","2006-01-30","27",,
"PLM00012375","OKECIE, PL","2006-01-31","30","32","26"
"PLM00012375","OKECIE, PL","2006-02-01","30","32",
"PLM00012375","OKECIE, PL","2006-02-02","29","31","27"
"PLM00012375","OKECIE, PL","2006-02-03","30","33","28"
"PLM00012375","OKECIE, PL","2006-02-04","21","31",
"PLM00012375","OKECIE, PL","2006-02-05","13","20","3"
"PLM00012375","OKECIE, PL","2006-02-06","13",,"9"
"PLM00012375","OKECIE, PL","2006-02-07","25","34",
"PLM00012375","OKECIE, PL","2006-02-08","34",,
"PLM00012375","OKECIE, PL","2006-02-09","34",,
"PLM00012375","OKECIE, PL","2006-02-10","29","33",
"PLM00012375","OKECIE, PL","2006-02-11","22","27",
"PLM00012375","OKECIE, PL","2006-02-12","27",,"22"
"PLM00012375","OKECIE, PL","2006-02-13","26",,"21"
"PLM00012375","OKECIE, PL","2006-02-14","28","31","24"
"PLM00012375","OKECIE, PL","2006-02-15","31","34",
"PLM00012375","OKECIE, PL","2006-02-16","25","31",
"PLM00012375","OKECIE, PL","2006-02-17","26",,"20"
"PLM00012375","OKECIE, PL","2006-02-18","35",,"29"
"PLM00012375","OKECIE, PL","2006-02-19","32",,"27"
"PLM00012375","OKECIE, PL","2006-02-20","31","41","18"
"PLM00012375","OKECIE, PL","2006-02-21","34","36",
"PLM00012375","OKECIE, PL","2006-02-22","29","34",
"PLM00012375","OKECIE, PL","2006-02-23","22","28","17"
"PLM00012375","OKECIE, PL","2006-02-24","26","30","15"
"PLM00012375","OKECIE, PL","2006-02-25","26","31",
"PLM00012375","OKECIE, PL","2006-02-26","21",,"17"
"PLM00012375","OKECIE, PL","2006-02-27","20",,
"PLM00012375","OKECIE, PL","2006-02-28","21","30","9"
"PLM00012375","OKECIE, PL","2006-03-01","21","28",
"PLM00012375","OKECIE, PL","2006-03-02","29","33","22"
"PLM00012375","OKECIE, PL","2006-03-03","26","36","12"
"PLM00012375","OKECIE, PL","2006-03-04","27","33",
"PLM00012375","OKECIE, PL","2006-03-05","24","36","8"
"PLM00012375","OKECIE, PL","2006-03-06","24","30",
"PLM00012375","OKECIE, PL","2006-03-07","17","30","3"
"PLM00012375","OKECIE, PL","2006-03-08","18","29","1"
"PLM00012375","OKECIE, PL","2006-03-09","23","33","12"
"PLM00012375","OKECIE, PL","2006-03-10","29","35","24"
"PLM00012375","OKECIE, PL","2006-03-11","29",,
"PLM00012375","OKECIE, PL","2006-03-12","25","30",
"PLM00012375","OKECIE, PL","2006-03-13","21","27","12"
"PLM00012375","OKECIE, PL","2006-03-14","27","32","23"
"PLM00012375","OKECIE, PL","2006-03-15","31","38","24"
"PLM00012375","OKECIE, PL","2006-03-16","33","34","31"
"PLM00012375","OKECIE, PL","2006-03-17","33",,"32"
"PLM00012375","OKECIE, PL","2006-03-18","34","36",
"PLM00012375","OKECIE, PL","2006-03-19","31","35",
"PLM00012375","OKECIE, PL","2006-03-20","33","38","30"
"PLM00012375","OKECIE, PL","2006-03-21","32","35",
"PLM00012375","OKECIE, PL","2006-03-22","28",,"18"
"PLM00012375","OKECIE, PL","2006-03-23","28","36","18"
"PLM00012375","OKECIE, PL","2006-03-24","29",,"12"
"PLM00012375","OKECIE, PL","2006-03-25","36","46",
"PLM00012375","OKECIE, PL","2006-03-26","38","42","35"
"PLM00012375","OKECIE, PL","2006-03-27","45",,"37"
"PLM00012375","OKECIE, PL","2006-03-28","50","62","39"
"PLM00012375","OKECIE, PL","2006-03-29","47",,"41"
"PLM00012375","OKECIE, PL","2006-03-30","45",,
"PLM00012375","OKECIE, PL","2006-03-31","49",,
"PLM00012375","OKECIE, PL","2006-04-01","49","55",
"PLM00012375","OKECIE, PL","2006-04-02","50",,
"PLM00012375","OKECIE, PL","2006-04-03","48","58","39"
"PLM00012375","OKECIE, PL","2006-04-04","42","49",
"PLM00012375","OKECIE, PL","2006-04-05","40",,"33"
"PLM00012375","OKECIE, PL","2006-04-06","37","44",
